id,qid1,qid2,answer1,answer2,is_duplicate
236,473,474,"Fraud merupakan tiap Tindakan atau kelalaian yang disengaja yang dirancang untuk menipu orang lain, yang mengakibatkan korban menderita kerugian dan/atau pelaku memperoleh keuntungan.","corruption merupakan penyalahgunaan kekuasaan yang dipercayakan untuk keuntungan pribadi, termasuk suap.",0
237,475,476,Fraud merupakan segala hal yang melibatkan penyediaan fakta atau informasi yang salah untuk mendapatkan keuntungan secara illegal atau tidak semestinya.,"Fraud merupakan tiap Tindakan atau kelalaian yang disengaja yang dirancang untuk menipu orang lain, yang mengakibatkan korban menderita kerugian dan/atau pelaku memperoleh keuntungan.",1
238,477,478,Terdapat niat dari pelaku bahwa representasi palsu dipercayai oleh korban.,Terdapat niat untuk meminta tawaran bujukan atau hadiah untuk pelaksanaan suatu tindakan atau wewenang resmi.,0
239,479,480,Melibatkan pengkhianatan pada kepercayan antar pelaku dan korban.,Melibatkan pelanggaran loyalitas terhadap suatu prinsip.,0
240,481,482,"Penyuapan, penerimaan atau pemberian hadiah untuk mempengaruhi kebijakan atau performa seseorang.","Pernyataan palsu, pernyataan informasi palsu yang menyebabkan kerugian terhadap seseorang yang direpresentasikan.",0
241,483,484,"Corruption merupakan perilaku yang melibatkan pejabat negeri atau swasta, dimana mereka memperkaya diri dan teman mereka secara tidak pantas dan melanggar hukum atau membujuk orang lain untuk melakukannya dengan menyalahgunakan posisi dimana mereka ditempatkan.","corruption merupakan penyalahgunaan kekuasaan yang dipercayakan untuk keuntungan pribadi, termasuk suap.",1
242,485,486,Terdapat kerugian disalah satu pihak dan keuntungan dilain pihak.,Tidak selalu menghasilkan kerugian terhadap salah satu pihak yang terlibat.,0
243,487,488,Kelalaian materi atau kesalahan representasi yang dibuat secara sadar oleh pelaku.,Terdapat penyalahgunaan pangkat atau jabatan untuk keuntungan pribadi.,0
244,489,490,"Pembagian pembelian, kontrak dibagi menjadi 2 atau lebih untuk menghindari batas dana pengadaan sehingga dapat menghindari penawaran kompetitif.","Pembelian untuk pribadi, seseorang menggunakan anggaran publik untuk membeli barang yang harusnya digunakan untuk publik, tetapi dialihkan menjadi penggunaan pribadi.",0
245,491,492,"Nepotisme, penyalahgunaan jabatan untuk mengedepankan atau memfavoritkan kenalan atau keluarga dalam suatu proses.","Penyuapan, penerimaan atau pemberian hadiah untuk mempengaruhi kebijakan atau performa seseorang.",0
246,493,494,Failure adalah ketidakmampuan sistem perangkat lunak atau komponen untuk melakukan fungsi yang diperlukan dalam persyaratan kinerja yang ditentukan. Software failure terjadi jika perilaku perangkat lunak berbeda dari perilaku yang ditentukan/dispesifikasikan.,Failure merupakan kegagalan satu produk atau perangkat lunak untuk menjalankan fungsinya. Hal ini dapat berupa program tidak mengeluarkan hasil yang benar atau program tidak berjalan.,1
247,495,496,Error adalah suatu kesalahan dari pihak developer dan menyebabkan kita tidak dapat mengkompilasi atau menjalankan aplikasi tersebut karena kesalahan pengkodean.,Error merupakan penyebab terjadinya fault pada perangkat lunak. Error biasanya disebabkan oleh interevensi manusia. ,1
248,497,498,"Computer-aided engineering (CAE) Mendefinisikan analisis dari masalah matematikanya, Mendefinisikan persamaannya, dan Membuat model konfigurasi fisiknya","Computer-aided design (CAD) Menghasilkan desain teknik yang lebih rinci, Me-render tampilan ketika struktur baru dibangun, dan Membuat konsep desain, tata letak produk, dan analisis dinamis perakitan",0
249,499,500,Material Requirements Planning (MRP) memonitor dan mengontrol inventaris dan pembelian material,"Manufacturing Resource Planning (MRP II) memonitor kualitas produk, demand forecasting, dan financial planning",0
250,501,502,"Operasi Rollup digunakan untuk grouping dengan klausa. Operasi tersebut digunakan 
untuk membuat subtotal dan grandtotal untuk kumpulan kolom.","Operasi Cube mirip dengan operasi Rollup hanya saja Cube menghasilkan subtotal dan 
grandtotal untuk tiap permutasi dari kumpulan kolom.",0
251,503,504,Seseorang di atas kuda melompati pesawat terbang yang rusak.,"Seseorang sedang berada di restoran, memesan omelet.",0
252,505,506,Seseorang di atas kuda melompati pesawat terbang yang rusak.,"Seseorang berada di luar ruangan, di atas kuda.",1
253,507,508,Anak-anak tersenyum dan melambaikan tangan ke kamera,Ada anak-anak yang hadir,1
254,509,510,Anak-anak tersenyum dan melambaikan tangan ke kamera,Anak-anak mengerutkan kening,0
255,511,512,Seorang anak laki-laki sedang melompat-lompat di atas skateboard di tengah jembatan merah.,Anak laki-laki itu berseluncur di trotoar.,0
256,513,514,Seorang anak laki-laki sedang melompat-lompat di atas skateboard di tengah jembatan merah.,Anak laki-laki melakukan trik skateboard.,1
257,515,516,"Seorang pria tua duduk dengan jus jeruknya di meja kecil di sebuah kedai kopi, sementara karyawan dengan kemeja berwarna cerah tersenyum di latar belakang.",Seorang anak laki-laki membalik burger.,0
258,517,518,Dua wanita berambut pirang saling berpelukan.,Para wanita sedang tidur.,0
259,519,520,Dua wanita berambut pirang saling berpelukan.,Ada wanita yang menunjukkan kasih sayang.,1
260,521,522,"Beberapa orang di restoran, salah satu dari mereka sedang minum jus jeruk.",Orang-orang duduk di meja di sekolah.,0
261,523,524,"Beberapa orang di restoran, salah satu dari mereka sedang minum jus jeruk.",Para pengunjung berada di restoran.,1
262,525,526,Seorang pria tua sedang minum jus jeruk di restoran.,Seorang pria sedang minum jus.,1
263,527,528,Seorang pria tua sedang minum jus jeruk di restoran.,Dua orang wanita berada di restoran sambil minum anggur.,0
264,529,530,"Seorang pria berambut pirang, dan berkemeja coklat minum dari air mancur umum.",Seorang pria berambut pirang mengenakan kemeja cokelat sedang membaca buku di bangku taman,0
265,531,532,"Seorang pria berambut pirang, dan berkemeja coklat minum dari air mancur umum.",Seorang pria berambut pirang sedang minum air dari air mancur.,1
266,533,534,Dua orang wanita yang baru saja makan siang berpelukan dan mengucapkan selamat tinggal.,Teman-teman saling mencemooh satu sama lain di atas meja makan yang penuh.,0
267,535,536,Dua orang wanita yang baru saja makan siang berpelukan dan mengucapkan selamat tinggal.,Ada dua wanita dalam gambar ini.,1
268,537,538,"Dua wanita, memegang wadah makanan, berpelukan.",Dua kelompok anggota geng saingan saling menjatuhkan.,0
269,539,540,"Dua wanita, memegang wadah makanan, berpelukan.",Dua wanita saling berpelukan.,1
270,541,542,Tim Liga Kecil mencoba menangkap pelari yang meluncur ke base dalam pertandingan sore hari.,Sebuah tim mencoba untuk menandai pelari keluar.,1
271,543,544,Tim Liga Kecil mencoba menangkap pelari yang meluncur ke base dalam pertandingan sore hari.,Sebuah tim sedang bermain bisbol di Saturnus.,0
272,545,546,Sekolah mengadakan acara khusus untuk menunjukkan budaya Amerika tentang bagaimana budaya lain ditangani dalam pesta.,Sebuah sekolah menyelenggarakan pertandingan bola basket.,0
273,547,548,Sekolah mengadakan acara khusus untuk menunjukkan budaya Amerika tentang bagaimana budaya lain ditangani dalam pesta.,Sebuah sekolah mengadakan acara.,1
274,549,550,Para wanita fashion kelas atas menunggu di luar trem di samping kerumunan orang di kota.,Para wanita tidak peduli pakaian apa yang mereka kenakan.,0
275,551,552,Para wanita fashion kelas atas menunggu di luar trem di samping kerumunan orang di kota.,Para wanita sedang menunggu di dekat trem.,1
276,553,554,"Seorang pria, wanita, dan anak-anak yang sedang bersenang-senang di pantai.",Sebuah keluarga beranggotakan tiga orang sedang berada di pantai.,1
277,555,556,"Seorang pria, wanita, dan anak-anak yang sedang bersenang-senang di pantai.",Sebuah keluarga yang terdiri atas tiga orang sedang berbelanja di mal.,0
278,557,558,Orang-orang yang menunggu untuk naik kereta api atau baru saja turun.,Ada orang yang baru saja naik kereta api,1
279,559,560,Orang-orang yang menunggu untuk naik kereta api atau baru saja turun.,Ada orang yang sedang menunggu di kereta api.,1
280,561,562,Sepasang suami-istri yang sedang bermain dengan seorang anak kecil di pantai.,Sepasang suami-istri sedang bermain dengan seorang anak kecil di luar.,1
281,563,564,Sepasang suami-istri yang sedang bermain dengan seorang anak kecil di pantai.,Sepasang suami-istri menyaksikan seorang gadis kecil bermain sendiri di pantai.,0
282,565,566,Sepasang suami-istri bermain di air pasang dengan putra mereka yang masih kecil.,Keluarga sedang duduk untuk makan malam.,0
283,567,568,Sepasang suami-istri bermain di air pasang dengan putra mereka yang masih kecil.,Keluarga berada di luar.,1
284,569,570,Seorang pria dan seorang wanita menyeberang jalan di depan restoran pizza dan gyro.,Orang-orang berdiri diam di tepi jalan.,0
285,571,572,Seorang pria dan seorang wanita menyeberang jalan di depan restoran pizza dan gyro.,"Di dekat beberapa restoran, dua orang berjalan menyeberang jalan.",1
286,573,574,Seorang wanita berjaket hijau dan berkerudung di atas kepalanya melihat ke arah lembah.,Wanita itu nake.,0
287,575,576,Seorang wanita berjaket hijau dan berkerudung di atas kepalanya melihat ke arah lembah.,Wanita itu mengenakan pakaian berwarna hijau.,1
288,577,578,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Mereka melakukan protes di luar ibu kota.,0
289,579,580,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Seorang wanita berbaju putih.,1
290,581,582,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Seorang pria sedang mengiklankan sebuah restoran.,1
291,583,584,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Wanita itu mengenakan pakaian hitam.,0
292,585,586,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Wanita itu mengenakan pakaian putih.,1
293,587,588,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Renang Olimpiade.,0
294,589,590,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Seorang pria dan seorang wanita sedang makan bersama di John's Pizza dan Gyro.,0
295,591,592,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Mereka berjalan dengan membawa tanda.,1
296,593,594,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Pria itu duduk sambil memegang papan nama John's Pizza dan Gyro di tangannya.,0
297,595,596,Wanita berbaju putih di latar depan dan seorang pria sedikit di belakang berjalan dengan tanda untuk John's Pizza dan Gyro di latar belakang.,Wanita dan pria berada di luar ruangan.,1
298,597,598,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Dua orang dewasa berlari menyeberang jalan untuk menjauh dari orang berkemeja merah yang mengejar mereka.,0
299,599,600,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Yang dewasa adalah jantan dan betina.,1
300,601,602,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Dua orang dewasa berenang di air,0
301,603,604,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Dua orang dewasa berjalan di seberang jalan.,1
302,605,606,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Dua orang mengendarai sepeda ke dalam terowongan.,0
303,607,608,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Dua orang berjalan menjauh dari sebuah restoran di seberang jalan.,1
304,609,610,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Beberapa orang menaiki kereta api.,0
305,611,612,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Dua orang dewasa berjalan di seberang jalan.,1
306,613,614,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Dua orang dewasa berjalan melintasi jalan,1
307,615,616,"Dua orang dewasa, satu perempuan berkulit putih, dengan nuansa dan satu laki-laki, pakaian abu-abu, berjalan menyeberang jalan, menjauh dari sebuah restoran dengan gambar buram orang berkemeja merah berwarna gelap di latar depan.",Tidak ada wanita dalam gambar.,0
308,617,618,"Seorang wanita mengenakan pakaian serba putih dan sedang makan, berjalan di samping seorang pria yang memegang tas kerja.",Pasangan suami istri sedang tidur.,0
309,619,620,"Seorang wanita mengenakan pakaian serba putih dan sedang makan, berjalan di samping seorang pria yang memegang tas kerja.",Seorang wanita berada di samping seorang pria.,1
310,621,622,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",Tidak ada yang punya makanan.,0
311,623,624,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.","Seorang wanita makan pisang dan berjalan menyeberangi jalan, dan ada seorang pria yang mengikuti di belakangnya.",1
312,625,626,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",Wanita dan pria itu sedang bermain bisbol bersama.,0
313,627,628,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.","Seorang wanita makan es krim sambil berjalan di trotoar, dan ada seorang wanita lain di depannya dengan membawa dompet.",0
314,629,630,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",Seseorang yang sedang makan.,1
315,631,632,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",seorang wanita yang sedang makan pisang menyeberang jalan,1
316,633,634,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",seorang wanita duduk untuk makan siang,0
317,635,636,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",wanita itu sedang minum kopi di kafe,0
318,637,638,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",Wanita itu sedang makan pisang.,1
319,639,640,"Seorang wanita berjalan menyeberang jalan sambil makan pisang, sementara seorang pria mengikuti dengan tas kerjanya.",wanita itu berada di luar,1
320,641,642,Seorang pemain ski meluncur di sepanjang rel logam.,Seorang pemain ski berada di dekat rel.,1
321,643,644,Seorang pemain ski meluncur di sepanjang rel logam.,Seorang pemain ski berada jauh dari rel.,0
322,645,646,Seseorang yang sedang bermain ski di atas rel pada malam hari.,Wanita itu memakan mobil,0
323,647,648,Seseorang yang sedang bermain ski di atas rel pada malam hari.,Orang yang bermain ski,1
324,649,650,Seorang pemain ski dengan warna hijau elektrik di tepi tanjakan yang terbuat dari batang logam.,Pemain ski yang berpakaian cerah meluncur menuruni jalur lomba.,1
325,651,652,Seorang pemain ski dengan warna hijau elektrik di tepi tanjakan yang terbuat dari batang logam.,Sang pelari berlari di jalanan.,0
326,653,654,Seorang pemain ski berseragam kuning sedang melakukan trik melintasi objek berpagar.,Seorang snowboarder sedang menaiki lift ski.,0
327,655,656,Seorang pemain ski berseragam kuning sedang melakukan trik melintasi objek berpagar.,Seseorang sedang melakukan olahraga musim dingin.,1
328,657,658,Seorang pria berambut pirang sedang minum dari air mancur umum.,Pria itu sedang minum air.,1
329,659,660,Seorang pria berambut pirang sedang minum dari air mancur umum.,Pria itu sedang minum kopi.,0
330,661,662,Anjing cokelat basah berenang ke arah kamera.,Anjing sedang tidur di tempat tidurnya.,0
331,663,664,Anjing cokelat basah berenang ke arah kamera.,Seekor anjing berada di dalam air.,1
332,665,666,Gambar closeup anjing yang sedang berenang.,Seekor kucing dengan enggan mandi.,0
333,667,668,Gambar closeup anjing yang sedang berenang.,Seekor anjing berenang di perairan.,1
334,669,670,Anjing cokelat berbulu sedang berenang di lautan.,Seekor anjing sedang berenang.,1
335,671,672,Anjing cokelat berbulu sedang berenang di lautan.,Seekor anjing berlarian di sekitar halaman.,0
336,673,674,Seekor anjing besar berwarna cokelat berenang ke arah kamera.,Seekor anjing sedang mengejar tongkat.,0
337,675,676,Seekor anjing besar berwarna cokelat berenang ke arah kamera.,Seekor anjing berenang ke arah kamera.,1
338,677,678,"Seorang pria mengenakan pakaian hitam dengan topi abu-abu, memegang garpu rumput, mengarahkan gerobak yang ditarik kuda.",Pria bertopi abu-abu dan garpu rumput sedang mengarahkan gerobak.,1
339,679,680,"Seorang pria mengenakan pakaian hitam dengan topi abu-abu, memegang garpu rumput, mengarahkan gerobak yang ditarik kuda.",Wanita bergaun biru sedang menambatkan kuda ke gerobak.,0
340,681,682,"Seorang pria sedang menuntun Clydesdale di jalan jerami, di dalam Old Country.",Seorang pria sedang berjalan dengan kudanya di jalan pedesaan.,1
341,683,684,"Seorang pria sedang menuntun Clydesdale di jalan jerami, di dalam Old Country.",Seorang wanita dengan setelan bisnis abu-abu sedang minum teh.,0
342,685,686,Seorang petani memupuk kebunnya dengan pupuk kandang dengan kuda dan gerobak.,Pria itu sedang memupuk kebunnya.,1
343,687,688,Seorang petani memupuk kebunnya dengan pupuk kandang dengan kuda dan gerobak.,Pria itu berada di jalan kota dengan kuda dan gerobaknya.,0
344,689,690,Seekor kuda putih menarik gerobak sementara seorang pria berdiri dan menonton.,Seekor hewan sedang berjalan di luar.,1
345,691,692,Seekor kuda putih menarik gerobak sementara seorang pria berdiri dan menonton.,Seorang pria sedang menonton pacuan kuda.,0
346,693,694,Sekelompok kecil jemaat gereja menyaksikan latihan paduan suara.,Sebuah kelompok menonton latihan.,1
347,695,696,Sekelompok kecil jemaat gereja menyaksikan latihan paduan suara.,Sebuah paduan suara tampil di depan kerumunan orang yang penuh sesak.,0
348,697,698,Seekor anjing menjatuhkan cakram merah di pantai.,seekor anjing menangkap bola di pantai,0
349,699,700,Seekor anjing menjatuhkan cakram merah di pantai.,seekor anjing menjatuhkan cakram merah,1
350,701,702,Seorang pria dan seorang wanita sedang berjalan di jalan di puncak bukit.,Seorang pria dan wanita berjalan di jalan.,1
351,703,704,Seorang pria dan seorang wanita sedang berjalan di jalan di puncak bukit.,Dua orang pria bermain tangkap ikan di atas bukit.,0
352,705,706,Seorang pria tua sedang minum jus jeruk di sebuah kafe.,Seorang pria tua sedang minum jus apel di sebuah bar.,0
353,707,708,Seorang pria tua sedang minum jus jeruk di sebuah kafe.,Seorang pria tua sedang menikmati minuman di sebuah kafe.,1
354,709,710,Sepasang suami istri bergandengan tangan berjalan menyusuri jalan.,Ada orang yang duduk di pinggir jalan.,0
355,711,712,Sepasang suami istri bergandengan tangan berjalan menyusuri jalan.,Orang-orang berpegangan tangan dan berjalan.,1
356,713,714,Sepasang suami-istri berjalan melalui kota bata putih.,Orang-orang berjalan di luar rumah.,1
357,715,716,Sepasang suami-istri berjalan melalui kota bata putih.,Seorang pria dan wanita berjalan di kota batu bata coklat.,0
358,717,718,Anak-anak pulang dari sekolah.,Anak-anak berada di perpustakaan.,0
359,719,720,Anak-anak pulang dari sekolah.,Anak-anak sekolah pulang ke rumah.,1
360,721,722,Orang-orang mendengarkan paduan suara di gereja Katolik.,Orang-orang mendengarkan band metal.,0
361,723,724,Orang-orang mendengarkan paduan suara di gereja Katolik.,Paduan suara bernyanyi dalam misa.,1
362,725,726,Pengendara sepeda menunggu di persimpangan.,Seorang pengendara sepeda sedang duduk makan siang di mal.,0
363,727,728,Pengendara sepeda menunggu di persimpangan.,Para pengendara sepeda berada di luar.,1
364,729,730,Pengendara sepeda menunggu di persimpangan.,Sepeda-sepeda berada di jalan.,1
365,731,732,Pengendara sepeda menunggu di persimpangan.,Seseorang yang sedang bersepeda berada di dekat jalan.,1
366,733,734,Pengendara sepeda menunggu di persimpangan.,Pengendara motor berhenti dan menunggu lalu lintas di persimpangan.,1
367,735,736,Pengendara sepeda menunggu di persimpangan.,Para pesepeda mengendarai sepeda melewati mal dengan sepeda mereka.,0
368,737,738,Pengendara sepeda menunggu di persimpangan.,Pengendara sepeda menunggu giliran untuk menyeberang.,1
369,739,740,Pengendara sepeda menunggu di persimpangan.,Pengendara sepeda berkendara di sepanjang jalan bebas hambatan.,0
370,741,742,Pengendara sepeda menunggu di persimpangan.,Pengendara sepeda sudah mati.,0
371,743,744,Pengendara sepeda menunggu di persimpangan.,Para pengendara sepeda berada di rumah.,0
372,745,746,Orang-orang menunggu di lampu merah dengan sepeda.,Sekelompok teman berada di atas kapal,0
373,747,748,Orang-orang menunggu di lampu merah dengan sepeda.,Orang-orang dengan sepeda.,1
374,749,750,Orang-orang menunggu di lampu merah dengan sepeda.,Orang-orang berada di dalam menunggu.,0
375,751,752,Orang-orang menunggu di lampu merah dengan sepeda.,Ada beberapa orang di luar.,1
376,753,754,Orang-orang menunggu di lampu merah dengan sepeda.,Orang-orang mengendarai sepeda mereka.,1
377,755,756,Orang-orang menunggu di lampu merah dengan sepeda.,Orang-orang menggunakan sepeda.,1
378,757,758,Orang-orang menunggu di lampu merah dengan sepeda.,Orang-orang yang menerobos lampu merah.,0
379,759,760,Orang-orang menunggu di lampu merah dengan sepeda.,Orang-orang dalam balapan mobil.,0
380,761,762,Orang-orang menunggu di lampu merah dengan sepeda.,Pria dan wanita di luar di sudut jalan.,1
381,763,764,Orang-orang menunggu di lampu merah dengan sepeda.,Seekor kepik telah mendarat di atas mawar merah muda yang indah.,0
382,765,766,Orang-orang bersepeda menunggu di persimpangan.,Orang-orang menggunakan skateboard.,0
383,767,768,Orang-orang bersepeda menunggu di persimpangan.,Orang-orang mengendarai sepeda mereka.,1
384,769,770,Orang-orang bersepeda menunggu di persimpangan.,Orang-orang menunggu lalu lintas.,1
385,771,772,Orang-orang bersepeda menunggu di persimpangan.,Orang-orang menunggu dengan berjalan kaki.,0
386,773,774,Orang-orang bersepeda menunggu di persimpangan.,Ada pesepeda yang berhenti di sebuah jalan.,1
387,775,776,Orang-orang bersepeda menunggu di persimpangan.,Orang-orang sedang tidur.,0
388,777,778,Orang-orang bersepeda menunggu di persimpangan.,Orang-orang menunggu film dimulai.,0
389,779,780,Orang-orang bersepeda menunggu di persimpangan.,Lebih dari satu orang yang bersepeda mematuhi peraturan lalu lintas.,1
390,781,782,Orang-orang bersepeda menunggu di persimpangan.,Ada orang-orang yang bersepeda.,1
391,783,784,Orang-orang bersepeda menunggu di persimpangan.,Orang-orang yang bersepeda melaju kencang melewati persimpangan.,0
392,785,786,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Keranjangnya kosong.,0
393,787,788,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Seorang pria memberikan tumpangan kuda-kudaan kepada pria lain.,0
394,789,790,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Gerobak penuh dengan barang.,1
395,791,792,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Seorang pria sedang tidur di bawah bangku.,0
396,793,794,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Seorang pria memperhatikan pria lain.,1
397,795,796,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,"Seseorang berada di atas gerobak yang penuh dengan barang, sementara orang lain mengamati.",1
398,797,798,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Pria itu sedang memperhatikan seorang wanita.,0
399,799,800,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Seorang pria berdiri di atas gerobak.,1
400,801,802,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Gerobak terisi sampai ke atas.,1
401,803,804,Seorang pria berkemeja merah sedang memperhatikan pria lain yang berdiri di atas gerobak yang terpasang dan terisi penuh.,Seorang pria makan gurita.,0
402,805,806,Seorang anak laki-laki sedang minum dari air mancur yang berbentuk seperti seorang wanita.,Seorang pria sedang minum air.,1
403,807,808,Seorang anak laki-laki sedang minum dari air mancur yang berbentuk seperti seorang wanita.,Seorang pria sedang minum limun dari gelas.,0
404,809,810,tiga pengendara motor berhenti di kota.,Pengendara motor berhenti di kota-kota,1
405,811,812,tiga pengendara motor berhenti di kota.,Sebuah kota telah menyaksikan kedatangan tiga pengendara motor.,1
406,813,814,tiga pengendara motor berhenti di kota.,Tiga pengendara motor melaju 100 mph,0
407,815,816,tiga pengendara motor berhenti di kota.,Para pengendara motor menghirup air,0
408,817,818,tiga pengendara motor berhenti di kota.,Pengendara motor berhenti untuk mengisi bensin,1
409,819,820,tiga pengendara motor berhenti di kota.,Ada seekor anjing yang sangat marah.,0
410,821,822,tiga pengendara motor berhenti di kota.,Para pengendara motor berada di kota.,1
411,823,824,tiga pengendara motor berhenti di kota.,Sekelompok pengendara motor berada di jalan.,1
412,825,826,tiga pengendara motor berhenti di kota.,Para pengendara motor tidak berhenti di kota.,0
413,827,828,tiga pengendara motor berhenti di kota.,Lima pengendara sepeda motor sedang berkendara di jalan.,0
414,829,830,Dua orang sedang memuat sikat di atas trailer yang terpasang pada truk.,Seorang pria sedang membawa kano ke air.,0
415,831,832,Dua orang sedang memuat sikat di atas trailer yang terpasang pada truk.,Beberapa orang sedang memuat sikat ke trailer yang terpasang pada truk.,1
416,833,834,"Seorang pria berjanggut, mengenakan kemeja merah dengan lengan abu-abu dan sarung tangan kerja, menarik tali.",seorang pria berjanggut menarik tali,1
417,835,836,"Seorang pria berjanggut, mengenakan kemeja merah dengan lengan abu-abu dan sarung tangan kerja, menarik tali.",Seorang pria menarik seutas tali.,1
418,837,838,"Seorang pria berjanggut, mengenakan kemeja merah dengan lengan abu-abu dan sarung tangan kerja, menarik tali.",seorang pria menarik jenggotnya,0
419,839,840,"Seorang pria berjanggut, mengenakan kemeja merah dengan lengan abu-abu dan sarung tangan kerja, menarik tali.",seorang pria berjanggut menarik mobil dengan giginya.,0
420,841,842,"Seorang pria berjanggut, mengenakan kemeja merah dengan lengan abu-abu dan sarung tangan kerja, menarik tali.",Pria itu dicukur bersih.,0
421,843,844,"Seorang pria berjanggut, mengenakan kemeja merah dengan lengan abu-abu dan sarung tangan kerja, menarik tali.",Seorang pria berjanggut sedang menarik tali.,1
422,845,846,"Seorang pria berjanggut, mengenakan kemeja merah dengan lengan abu-abu dan sarung tangan kerja, menarik tali.","Seorang pria yang mengenakan pakaian renang, berayun di atas tali.",0
