id,qid1,qid2,answer1,answer2,is_duplicate
171,343,344,Kota-kota mana saja yang makmur di Kerala?,Mengapa ada begitu banyak orang Kristen di Kerala?,0
172,345,346,Apa cara terbaik untuk mendapatkan kepercayaan diri?,Bagaimana saya bisa berbicara dengan lebih jelas dan percaya diri?,0
173,347,348,Apakah ada yang melihat hubungan antara dewa-dewa Yunani dan dewa-dewa Hindu?,"Paralelisme apa yang bisa kita tarik di antara dewa-dewa mitologi Hindu, mitologi Yunani, mitologi Mesir, dll.?",1
174,349,350,Bagaimana cara beralih dari Apple Music ke Spotify?,Haruskah saya beralih dari Spotify ke Apple Music?,0
175,351,352,Manakah reksa dana pendapatan tetap terbaik?,Apa reksa dana pendapatan tetap terbaik?,1
176,353,354,Bagaimana rasanya tinggal di Köln?,"Bagaimana rasanya tinggal di Köln, Jerman? ",1
177,355,356,"Antara Robert De Niro dan Al Pacino, siapa yang lebih sukses?","Siapa yang Anda anggap sebagai aktor terbaik, Robert De Niro atau Al Pacino?",0
178,357,358,Mengapa sebagian orang lebih menyukai keluarga kecil?,Mengapa sebagian orang lebih suka tinggal bersama keluarga kecil?,1
179,359,360,Apakah hewan berciuman?,Apakah hewan (selain manusia) berciuman?,1
180,361,362,Bagaimana Anda mendapatkan obrolan Instagram yang dihapus?,Bagaimana saya bisa melihat dms Instagram yang dihapus?,1
181,363,364,Bagaimana saya bisa berhenti kecanduan cinta?,Bagaimana cara berhenti kecanduan seseorang?,0
182,365,366,Bagaimana kalau saya menyewa dua orang mata-mata pribadi dan memerintahkan mereka untuk mengikuti satu sama lain?,Apakah saya bisa menyewa dua penyelidik swasta dan kemudian membuat mereka saling mengikuti?,1
183,367,368,Bagaimana cara menemukan akselerator startup?,Bagaimana akselerator startup memberi Anda pendanaan?,0
184,369,370,Bagaimana saya bisa memeriksa riwayat wifi dan mengaksesnya melalui ponsel android?,Saya tidak bisa membuka Quora melalui router WiFi saya. Mengapa saya hanya bisa mengaksesnya melalui jaringan seluler?,0
185,371,372,"Apa pentingnya pertempuran Somme, dan bagaimana pertempuran ini dibandingkan dan dikontraskan dengan Pertempuran Rostov?","Apa pentingnya pertempuran Somme, dan bagaimana pertempuran ini dibandingkan dan dikontraskan dengan Pertempuran Riyadh?",1
186,373,374,Apa esai penerimaan perguruan tinggi paling kreatif yang pernah Anda baca?,Apakah ada petugas penerimaan perguruan tinggi yang menangis di depan umum saat membaca esai pelamar?,0
187,375,376,"Apa yang akan terjadi jika Anda menutup salah satu mata Anda dengan penutup mata selama satu tahun, kemudian melepaskan penutup mata itu?",Apa yang terjadi jika obat mata masuk ke dalam mata?,0
188,377,378,Mungkinkah mengejar banyak hal yang berbeda dalam hidup?,Bagaimana saya menolak untuk memilih di antara berbagai hal yang berbeda untuk dilakukan dalam hidup saya?,1
189,379,380,Apakah Ben Affleck lebih bersinar daripada Christian Bale sebagai Batman?,"Tolong jangan fanboy, tapi siapa batman yang sebenarnya, Christian Bale atau Ben Affleck?",1
190,381,382,Bisnis mana yang bagus dimulai di Hyderabad?,Bisnis mana yang lebih baik untuk dimulai di Hyderabad?,1
191,383,384,Bagaimana saya bisa berhenti bersikap posesif?,Bagaimana saya berhenti bersikap posesif berlebihan terhadap orang yang saya cintai?,1
192,385,386,Siapakah istri Dewa Krishna?,Siapakah ayah dari Dewa Krishna?,0
193,387,388,Kombinasi kursus apa yang terbaik yang bisa saya ambil bersama CA untuk meningkatkan karier saya?,Mata kuliah apa saja yang harus diambil bersama dengan mata kuliah CA?,1
194,389,390,Bagaimana cara mengambil screenshot pada laptop Mac?,Bagaimana cara mengambil tangkapan layar di MacBook Pro saya? Apa saja petunjuknya?,1
195,391,392,Seperti apa pekerjaan perekrut eksekutif?,Seperti apa rasanya bekerja dengan perekrut eksekutif?,0
196,393,394,Kebutuhan psikologis manakah yang dipenuhi oleh 'mengumpulkan'?,Mengapa orang mengoleksi benda-benda?,0
197,395,396,Apa saja acara TV yang harus ditonton sebelum Anda mati?,Apakah ada acara TV yang harus ditonton?,1
198,397,398,Bagaimana saya bisa menjadi lebih fasih berbahasa Mandarin?,Bagaimana saya bisa fasih berbahasa Mandarin?,1
199,399,400,Apa efek demonitisasi uang kertas 500 dan 1000 rupee pada sektor real estat?,Apa dampak dari penghapusan uang kertas ₹500 dan ₹1000 rupee di pasar real estat?,1
200,401,402,Apa cara termudah untuk menjadi miliarder($)?,Apa cara terbaik untuk menjadi miliarder?,1
201,403,404,Failure merupakan kegagalan satu produk atau perangkat lunak untuk menjalankan fungsinya. Hal ini dapat berupa program tidak mengeluarkan hasil yang benar atau program tidak berjalan. Contoh : Program grading nilai menampilkan output yang salah karena terdapat error pada logika konversi nilainya. Program ini dianggap gagal atau failure karena tidak dapat menjalankan fungsinya secara benar.,"Error merupakan penyebab terjadinya fault pada perangkat lunak. Error biasanya disebabkan oleh interevensi manusia. Contoh : pada suatu kode program grading ujian, programmer salah memasukan logika konversi nilai dari angka menuju nilai huruf.",0
202,405,406,Ketika program membutuhkan sistem yang harus selalu aktif dan ketika terdapat kesalahan sistem harus tetap berjalan dengan downtime seminimal mungkin serta meminimalisir kehilangan data pada saat error. Contoh pada suatu sistem dengan database yang dikonfigurasi Raid-1 Mirroring. Sehingga total SSD atau HDD pada database dibagi menjadi 2 blok dan secara bersamaan menyimpan data. Data akan tersimpan pada dua blok tersebut sehingga tiap blok memiliki kopian data yang disimpan.,Ketika sistem menggunakan data yang tidak terlalu sensitive sehingga tidak perlu ada backup. Sehingga sistem dapat berganti-ganti komponen ketika terjadi masalah karena tidak terlalu berpengaruh terhadap sistem. Contoh sistem pada telephone dimana tiap cicuit komponen dapat berganti atau diganti ketika terdapat masalah.,0
203,407,408,"Ketika majority voting tercapai dan nilai unik maksimum juga tercapai. Nilai unik maksimum dipilih ketika nilai m kurang dari [(N+1)/2]. Apabila nilai m lebih dari [(N+1)/2] dan voting mayoritas tercapai, serta nilai unik maksimum juga tercapai, consensus voting dapat digunakan untuk memilih nilai m secara acak.",Ketika cakupan output kegagalan besar. Metode voting ini dapat dilakukan apabila independensi statistic variasi kegagalan pada sistem dapat diasumsikan sebelumnya.,0
204,409,410,"Fault merupakan penyebab terjadinya failure pada suatu program atau perangkat lunak. Fault terjadi karena terdapat komponen kode yang tidak sesuai dari spesifikasi. Contoh : Programmer lupa menambahkan semicolon pada akhir suatu kode, sehingga program tidak berjalan.","Fault merupakan penyebab terjadinya failure pada suatu program atau perangkat lunak. Fault terjadi karena terdapat komponen kode yang tidak sesuai dari spesifikasi. Contoh : Programmer lupa menambahkan semicolon pada akhir suatu kode, sehingga program tidak berjalan.",1
205,411,412,"Enkripsi merupakan fungsi 2-arah, apa yang dienkripsikan dapat didekripsi dengan kunci yang cocok. Enkripsi sendiri merupakan proses konversi pesan dari bentuk plaintext menjadi pesan random yang tidak terbaca atau ciphertext. Ciphertext tersebut dapat dikonversikan kembali menjadi plaintext awal dengan kunci enkripsi yang tepat dengan proses yang bernama deskripsi atau decryption.","Tanda tangan elektronik menggabungkan prinsip kerja dari enkripsi dan hashing. Tanda tangan elektronik tidak men-enkripsi data, melainkan melakukan hashing pada data yang kemudian pengguna dapat membuat kunci privat untuk men-enkripsi hasil hashing data.",0
206,413,414,Sistem yang dilindungi dari serangan MITM menyediakan beberapa metode autentifikasi untuk pesan-pesan yang berada pada sistem. Sebagian besar dari metode tersebut membutuhkan pertukaran informasi atau kunci sebagai tambahan pesan melalui kanal terproteksi.,"Tamper detection dapat digunakan untuk memperlihatkan bukti bahwa pesan telah diubah. Caranya dengan melakukan latency examination. Untuk mendeteksi serangan MITM, kedua pihak mengecek perbedaan respons waktu pengiriman pesan. Misal kedua pihak biasanya memiliki respons waktu pengiriman sebesar 10 detik, apabila pada suatu ketika respons waktunya menjadi abnormal, misal 20 detik dapat menjadi indikasi terdapat pihak ketiga yang melakukan intervensi.",0
207,415,416,"Dalam transaksi data, ACID merupakan singkatan dari Atomic, Consistent, Isolated, dan Durable. Atomic berarti transaksi data tidak dapat dibagi-bagi. Consistent berarti batasan transaksi tidak berubah dari sebelum transaksi dimulai hingga akhir transaksi. Isolated berarti perubahan pada basis data tidak diperlihatkan kepada pengguna hingga transaksi data sudah selesai. Durable berarti perubahan pada basis data bersifat permanen.",Kendali konkurensi merupakan proses mengatur banyak operasi secara bersamaan pada basis data sehingga integritas data dapat terjaga. Kendali konkurensi juga mencegah operasi dari pengguna agar tidak saling ikut campur atau mempengaruhi dengan operasi dari pengguna lainnya yang terdapat di multi-user environment.,0
208,417,418,"Redudansi data adalah duplikasi atau penyimpanan data yang sama secara berulang dalam beberapa file, sehingga data yang sama di simpan di dalam lebih dari 1 lokasi. Redudansi menyebabkan masalah pada waktu memperbarui (update) data, serta dapat menghabiskan tempat penyimpanan data dan juga menimbulkan inkonsisten data, yang berarti dokumen yang sama mungkin mempunyai data yang berbeda.","Redundansi data adalah keberadaan data yang merupakan tambahan pada data aktual dan memungkinkan koreksi kesalahan dalam data yang disimpan atau ditransmisikan. Data tambahan bisa saja merupakan salinan lengkap dari data aktual (sejenis kode pengulangan), atau hanya potongan-potongan data tertentu yang memungkinkan deteksi kesalahan dan rekonstruksi data yang hilang atau rusak hingga tingkat tertententu",1
209,419,420,"Siklus hidup pengembangan sistem (SDLC), juga disebut sebagai siklus hidup pengembangan aplikasi, adalah proses untuk merencanakan, membuat, menguji, dan menyebarkan sistem informasi. Konsep siklus hidup pengembangan sistem berlaku untuk berbagai konfigurasi perangkat keras dan perangkat lunak, karena suatu sistem dapat terdiri dari perangkat keras saja, perangkat lunak saja, atau kombinasi keduanya. ","SDLC adalah proses pengubahan dan pembuatan sistem, model, serta metodologi yang digunakan untuk mengembangkan software. Singkatnya, dalam dunia rekayasa software, ia merupakan langkah-langkah yang bisa diterapkan para engineer dan developer untuk merancang dan mengelola software.",1
210,421,422,Data Non-concurrency adalah ketika banyak user dapat mengakses dan membaca data pada waktu yang sama akan tetapi user kehilangan konsistensi dalam membaca data.,Invalid Data disebabkan karena data yang dimasukan dan disimpan tidak valid karena terjadi error pada atau tidak terdapatnya proses check dan validation data.,0
211,423,424,Kendali akses diberlakukan oleh admin dan pengguna,Kendali akses diberlakukan oleh admin dan sistem operasi,0
212,425,426,Memiliki tingkat skalabilitas yang tinggi,Memiliki tingkat skalabilitas yang rendah,0
213,427,428,Pemberian kendali akses bersifat fleksibel antar user.,"Pemberian kendali akses tidak fleksibel, diatur sistem operasi ",0
214,429,430,Memiliki tingkat keamanan yang rendah karena tiap kendali akses diberlakukan oleh tiap user.,Memiliki tingkat keamanan yang tinggi kareana kendali akses diberlakukan oleh sistem operasi dan admin.,0
215,431,432,SQL injection merupakan tipe serangan pada basis data dimana penyerang memasukan statement SQL ke dalam sistem basis data untuk dieksekusi untuk mendapatkan informasi penting dari basis data. Tipe serangan ini memanfaatkan loopholes pada impementasi dari aplikasi pengguna.,"Hacker menggunakan kredensial dari seorang pengguna atau perangkat untuk menyerang jaringan basis data, mencuri data, atau mengelabui kendali akses ke sistem basis data",0
216,433,434,"ISO 9000-3 merupakan panduan yang diberikan oleh Organisasi Standarisasi Internasional (ISO), untuk merepresentasikan implementasi dari metodologi umum manajemen kualitas standar ISO 9000 kepada kasus khusus pada pengembangan dan perawatan perangkat lunak.",ISO 9000-3 sendiri diadaptasi berdasarkan apa yang dikenalkan pada ISO 9001. Publikasi revisi panduan ISO 9000-3 sendiri mengikuti publikasi revisi standar tahun sebelumnya. Contoh ISO 9000-3 versi tahun 1997 berdasarkan pada standar ISO 9001 versi tahun 1994.,0
217,435,436,ISO 9000-3 sendiri diadaptasi berdasarkan apa yang dikenalkan pada ISO 9001. Publikasi revisi panduan ISO 9000-3 sendiri mengikuti publikasi revisi standar tahun sebelumnya. Contoh ISO 9000-3 versi tahun 1997 berdasarkan pada standar ISO 9001 versi tahun 1994.,Tujuan dari standar IEEE 1028 adalah untuk mendefinisikan prosedur review sistematik yang dapat diaplikasikan untuk mereview peforma sepanjang siklus hidup perangkat lunak dan dapat menyesuaikan dengan prasyarat review yang ditentukan oleh standar lainnya.,0
218,437,438,Tablet termasuk ke dalam kategori komputer karena memenuhi definisi sebagai mesin yang dapat diprogram untuk melaksanakan suatu perintah tertentu untuk mengolah data dari suatu bentuk ke bentuk yang lain.,"Tablet merupakan sebuah komputer karena tablet dapat deprogram/diperintah untuk dapat melakukan banyak hal, seperti menampilkan video/gambar, membuat dan mengirim pesan, bermain game.",1
219,439,440,"Pemrograman komputer adalah proses untuk membangun/mengerjakan sekumpulan perintah yang kita berikan kepada komputer untuk mengerjakan sesuatu, yaitu untuk mengolah data masukan menjadi keluaran.","Pemrograman komputer adalah proses untuk membuat suatu program. Dimulai dari sekumpulan perintah yang kita berikan kepada komputer untuk mengerjakan sesuatu, yang kemudian datanya diolah lalu keluar sebagai output sesuai perintah awal.",1
220,441,442,"Bahasa Assembly, merupakan bahasa yang menggunakan singkatan dari kata kerja dalam bahasa inggris yang mudah diingat (disebut dengan mnemonic). Bahasa ini membuat manusia menjadi lebih mudah menghafal perintah-perintah sehinnga mudah untuk mengembangkan program.",Bahasa assembly adalah bahasa yang menggunakan singkatan kata kerja dalam bahasa Inggris (mnemonic) yang mudah diingat untuk melaksanakan program yang akan dieksekusi oleh komputer.,1
221,443,444,"High-level language atau bahasa tingkat tinggi adalah bahasa pemrograman yang paling mirip dan paling mudah dipahami manusia. Contoh bahasa tingkat tinggi adalah Javascript, bahasa C, bahasa C++, dan lain-lain.","Bahasa Level Tinggi, merupakan bahasa yang paling mudah menuliskan perintah-perintahnya dibanding 2 bahasa sebelumnya karena lebih singkat dan mudah dihafalkan.",0
222,445,446,"Komponen yang menjadi syarat minimal sebuah komputer dapat bekerja yaitu memori utama, memori sekunder, central processing unit (CPU), input devices, dan output devices.","Perangkat elektronik yang bernama tablet termasuk komputer. Karena tablet ini biasanya kita kenal dengan komputer tablet, komputer tablet ini merupakan komputer lengkap yang berupa layar sentuh datar, dan juga dapat diprogram sehingga bisa melakukan sesuatu yang dibentuk.",0
223,447,448," Input devices: perangkat untuk memasukkan sinyal informasi ke dalam komputer seperti keyboard, mouse, touchpad, scanner.","Output devices: perangkat untuk mengkonversi informasi yang diproses komputer untuk dapat ditangkap indera manusia, seperti monitor, printer, speaker.",0
224,449,450,Critical section adalah segmen kode yang mengakses data yang digunakan proses secara bersama-sama yang dapat membawa proses itu ke bahaya race condition.,Race condition adalah suatu kondisi dimana dua atau lebih proses mengakses shared memory/sumber daya pada saat yang bersamaan dan hasil akhir dari data tersebut tergantung dari proses mana yang terakhir selesai dieksekusi sehingga hasil akhirnya terkadang tidak sesuai dengan yang dikehendaki.,0
225,451,452,Sleeping barber problem adalah masalah sinkronisasi dan komunikasi antar-proses. Masalah ini didasarkan pada barbershop.,Sleeping barber problem adalah masalah komunikasi dan sinkronisasi antar-proses klasik yang mengilustrasikan kerumitan yang muncul ketika ada beberapa proses sistem operasi.,1
226,453,454,"Software Failure, merupakan kesalahan yang disebabkan oleh software faults. Dapat berupa kegagalan dalam menjalankan suatu fungsi perangkat lunak atau fungsi yang dijalankan mengeluarkan hasil yang keliru.","Software Faults, merupakan kesalahan yang disebabkan oleh software error. Tidak semua atau selalu software error dapat menimbulkan software faults.",0
227,455,456,"Software Error, merupakan kesalahan yang disebabkan oleh campur tangan manusia, biasanya berupa kesalahan logika atau kesalahan penulisan grammar pada baris kode software.",Kesalahan Perangkat Lunak berarti kesalahan dalam pengkodean atau logika yang menyebabkan program tidak berfungsi secara substansial sebagaimana dijelaskan dalam Spesifikasi yang berlaku.,1
228,457,458,Perangkat Keras Komputer berarti komponen fisik sistem komputer.,Perangkat Keras Komputer berarti perangkat keras komputer atau perangkat periferal komputer.,1
229,459,460,Correctness berarti perangkat lunak harus dapat menampilkan data atau output yang sesuai dengan apa yang ditujukan.,Reliability berarti perangkat lunak dapat digunakan atau berfungsi secara konsisten saat digunakan sewaktu-waktu dan pada kapabilitas maksimumnya.,0
230,461,462,Integrity berarti perangkat lunak harus memiliki sistem keamaan yang aman untuk mencegah pihak tidak berwenang mengambil data dari perangkat lunak tersebut.,Usability berarti perangkat lunak memiliki dokumentasi yang jelas sehingga pengguna baru dapat memahami cara pemakaian atau pengoperasian dan seluk beluk dari perangkat lunak.,0
231,463,464,"Interoperability, Perangkat lunak dapat menyediakan antarmuka dengan sistem perangkat lunak lain atau firmware dari perangkat atau alat lainnya.","Reusability, Perangkat lunak dapat digunakan untuk pekerjaan lain yang dapat memanfaatkan fungsi dari perangkat lunak tersebut.",0
232,465,466,"Portability, Perangkat lunak dapat dijalankan pada lingkungan perangkat yang berbeda. ",Portabilitas adalah karakteristik yang dikaitkan dengan program komputer jika program tersebut dapat digunakan dalam sistem operasi lain.,1
233,467,468,Testability mengacu pada kemampuan untuk menjalankan eksperimen untuk menguji hipotesis atau teori.,"Testability mengacu pada tingkat bahwa setiap modul, persyaratan, subsistem, atau komponen lain dari arsitektur Anda dapat diverifikasi sebagai memuaskan atau tidak.",1
234,469,470,"Efficiency, perangkat lunak dapat menggunakan sumber daya dari perangkat sebaik mungkin untuk menjalankan fungsinya.","Flexibility, kegunaan atau fungsi dari perangkat lunak dapat disesuaikan dengan jenis pekerjaan pengguna.",0
235,471,472,"maintainability berarti semua ketentuan dan tindakan teknis yang berdampak pada desain dan konstruksi dan diperlukan untuk pemeliharaan, telah dirancang untuk memastikan bahwa instalasi cableway beroperasi dengan aman.","maintainability berarti probabilitas bahwa tindakan Pemeliharaan yang diberikan, untuk item dalam kondisi penggunaan tertentu, dapat dilakukan dalam interval waktu yang dinyatakan ketika Pemeliharaan dilakukan dalam kondisi yang dinyatakan dan menggunakan prosedur dan sumber daya yang dinyatakan.",1
236,473,474,"Fraud merupakan tiap Tindakan atau kelalaian yang disengaja yang dirancang untuk menipu orang lain, yang mengakibatkan korban menderita kerugian dan/atau pelaku memperoleh keuntungan.","corruption merupakan penyalahgunaan kekuasaan yang dipercayakan untuk keuntungan pribadi, termasuk suap.",0
237,475,476,Fraud merupakan segala hal yang melibatkan penyediaan fakta atau informasi yang salah untuk mendapatkan keuntungan secara illegal atau tidak semestinya.,"Fraud merupakan tiap Tindakan atau kelalaian yang disengaja yang dirancang untuk menipu orang lain, yang mengakibatkan korban menderita kerugian dan/atau pelaku memperoleh keuntungan.",1
238,477,478,Terdapat niat dari pelaku bahwa representasi palsu dipercayai oleh korban.,Terdapat niat untuk meminta tawaran bujukan atau hadiah untuk pelaksanaan suatu tindakan atau wewenang resmi.,0
239,479,480,Melibatkan pengkhianatan pada kepercayan antar pelaku dan korban.,Melibatkan pelanggaran loyalitas terhadap suatu prinsip.,0
240,481,482,"Penyuapan, penerimaan atau pemberian hadiah untuk mempengaruhi kebijakan atau performa seseorang.","Pernyataan palsu, pernyataan informasi palsu yang menyebabkan kerugian terhadap seseorang yang direpresentasikan.",0
241,483,484,"Corruption merupakan perilaku yang melibatkan pejabat negeri atau swasta, dimana mereka memperkaya diri dan teman mereka secara tidak pantas dan melanggar hukum atau membujuk orang lain untuk melakukannya dengan menyalahgunakan posisi dimana mereka ditempatkan.","corruption merupakan penyalahgunaan kekuasaan yang dipercayakan untuk keuntungan pribadi, termasuk suap.",1
242,485,486,Terdapat kerugian disalah satu pihak dan keuntungan dilain pihak.,Tidak selalu menghasilkan kerugian terhadap salah satu pihak yang terlibat.,0
243,487,488,Kelalaian materi atau kesalahan representasi yang dibuat secara sadar oleh pelaku.,Terdapat penyalahgunaan pangkat atau jabatan untuk keuntungan pribadi.,0
244,489,490,"Pembagian pembelian, kontrak dibagi menjadi 2 atau lebih untuk menghindari batas dana pengadaan sehingga dapat menghindari penawaran kompetitif.","Pembelian untuk pribadi, seseorang menggunakan anggaran publik untuk membeli barang yang harusnya digunakan untuk publik, tetapi dialihkan menjadi penggunaan pribadi.",0
245,491,492,"Nepotisme, penyalahgunaan jabatan untuk mengedepankan atau memfavoritkan kenalan atau keluarga dalam suatu proses.","Penyuapan, penerimaan atau pemberian hadiah untuk mempengaruhi kebijakan atau performa seseorang.",0
246,493,494,Failure adalah ketidakmampuan sistem perangkat lunak atau komponen untuk melakukan fungsi yang diperlukan dalam persyaratan kinerja yang ditentukan. Software failure terjadi jika perilaku perangkat lunak berbeda dari perilaku yang ditentukan/dispesifikasikan.,Failure merupakan kegagalan satu produk atau perangkat lunak untuk menjalankan fungsinya. Hal ini dapat berupa program tidak mengeluarkan hasil yang benar atau program tidak berjalan.,1
247,495,496,Error adalah suatu kesalahan dari pihak developer dan menyebabkan kita tidak dapat mengkompilasi atau menjalankan aplikasi tersebut karena kesalahan pengkodean.,Error merupakan penyebab terjadinya fault pada perangkat lunak. Error biasanya disebabkan oleh interevensi manusia. ,1
248,497,498,"Computer-aided engineering (CAE) Mendefinisikan analisis dari masalah matematikanya, Mendefinisikan persamaannya, dan Membuat model konfigurasi fisiknya","Computer-aided design (CAD) Menghasilkan desain teknik yang lebih rinci, Me-render tampilan ketika struktur baru dibangun, dan Membuat konsep desain, tata letak produk, dan analisis dinamis perakitan",0
249,499,500,Material Requirements Planning (MRP) memonitor dan mengontrol inventaris dan pembelian material,"Manufacturing Resource Planning (MRP II) memonitor kualitas produk, demand forecasting, dan financial planning",0
250,501,502,"Operasi Rollup digunakan untuk grouping dengan klausa. Operasi tersebut digunakan 
untuk membuat subtotal dan grandtotal untuk kumpulan kolom.","Operasi Cube mirip dengan operasi Rollup hanya saja Cube menghasilkan subtotal dan 
grandtotal untuk tiap permutasi dari kumpulan kolom.",0
